,value,time,device
872,26,1651385419,AHT10temp
873,26,1651386021,AHT10temp
874,26,1651386622,AHT10temp
875,26,1651387223,AHT10temp
876,26,1651387824,AHT10temp
877,26,1651388425,AHT10temp
878,26,1651389026,AHT10temp
879,26,1651389627,AHT10temp
880,26,1651390228,AHT10temp
881,26,1651390829,AHT10temp
882,26,1651391431,AHT10temp
883,26,1651392032,AHT10temp
884,26,1651392633,AHT10temp
885,26,1651393234,AHT10temp
886,26,1651393835,AHT10temp
887,26,1651394436,AHT10temp
888,25,1651395037,AHT10temp
889,25,1651395639,AHT10temp
890,25,1651396240,AHT10temp
891,25,1651396841,AHT10temp
892,25,1651397442,AHT10temp
893,25,1651398043,AHT10temp
894,25,1651398644,AHT10temp
895,25,1651399246,AHT10temp
896,25,1651399847,AHT10temp
897,26,1651400448,AHT10temp
898,26,1651401049,AHT10temp
899,26,1651401650,AHT10temp
900,26,1651402251,AHT10temp
901,26,1651402852,AHT10temp
902,26,1651403454,AHT10temp
903,26,1651404055,AHT10temp
904,26,1651404656,AHT10temp
905,26,1651405257,AHT10temp
906,26,1651405858,AHT10temp
907,26,1651406459,AHT10temp
908,27,1651407060,AHT10temp
909,26,1651407661,AHT10temp
910,26,1651408262,AHT10temp
911,26,1651408864,AHT10temp
912,26,1651409465,AHT10temp
913,26,1651410066,AHT10temp
914,26,1651410667,AHT10temp
915,26,1651411268,AHT10temp
916,26,1651411869,AHT10temp
917,27,1651412470,AHT10temp
918,26,1651413071,AHT10temp
919,27,1651413673,AHT10temp
920,27,1651414274,AHT10temp
921,27,1651414875,AHT10temp
922,27,1651415476,AHT10temp
923,27,1651416077,AHT10temp
924,27,1651416678,AHT10temp
925,27,1651417279,AHT10temp
926,27,1651417880,AHT10temp
927,27,1651418481,AHT10temp
928,26,1651419083,AHT10temp
929,26,1651419684,AHT10temp
930,26,1651420285,AHT10temp
931,26,1651420886,AHT10temp
932,26,1651421487,AHT10temp
933,26,1651422088,AHT10temp
934,26,1651422689,AHT10temp
935,26,1651423290,AHT10temp
936,27,1651423892,AHT10temp
937,26,1651424493,AHT10temp
938,27,1651425094,AHT10temp
939,27,1651425695,AHT10temp
940,27,1651426296,AHT10temp
941,27,1651426897,AHT10temp
942,27,1651427499,AHT10temp
943,26,1651428100,AHT10temp
944,27,1651428701,AHT10temp
945,27,1651429303,AHT10temp
946,27,1651429904,AHT10temp
947,27,1651430505,AHT10temp
948,28,1651431106,AHT10temp
949,28,1651431707,AHT10temp
950,28,1651432308,AHT10temp
951,28,1651432909,AHT10temp
952,28,1651433510,AHT10temp
953,28,1651434111,AHT10temp
954,28,1651434713,AHT10temp
955,28,1651435314,AHT10temp
956,28,1651435915,AHT10temp
957,28,1651436516,AHT10temp
958,28,1651437117,AHT10temp
959,28,1651437718,AHT10temp
960,28,1651438319,AHT10temp
961,28,1651438920,AHT10temp
962,28,1651439521,AHT10temp
963,28,1651440122,AHT10temp
964,28,1651440724,AHT10temp
965,28,1651441325,AHT10temp
966,28,1651441926,AHT10temp
967,28,1651442527,AHT10temp
968,28,1651443128,AHT10temp
969,28,1651443729,AHT10temp
970,28,1651444330,AHT10temp
971,28,1651444931,AHT10temp
972,28,1651445532,AHT10temp
973,28,1651446134,AHT10temp
974,28,1651446735,AHT10temp
975,28,1651447336,AHT10temp
976,28,1651447937,AHT10temp
977,28,1651448538,AHT10temp
978,28,1651449139,AHT10temp
979,28,1651449740,AHT10temp
980,28,1651450341,AHT10temp
981,28,1651450943,AHT10temp
982,28,1651451544,AHT10temp
983,28,1651452145,AHT10temp
984,28,1651452746,AHT10temp
985,28,1651453347,AHT10temp
986,28,1651453948,AHT10temp
987,28,1651454549,AHT10temp
988,28,1651455150,AHT10temp
989,28,1651455751,AHT10temp
990,28,1651456352,AHT10temp
991,28,1651456954,AHT10temp
992,28,1651457555,AHT10temp
993,28,1651458156,AHT10temp
994,28,1651458757,AHT10temp
995,28,1651459359,AHT10temp
996,28,1651459960,AHT10temp
997,28,1651460561,AHT10temp
998,28,1651461162,AHT10temp
999,28,1651461763,AHT10temp
1000,28,1651462364,AHT10temp
1001,28,1651462966,AHT10temp
1002,28,1651463567,AHT10temp
1003,28,1651464168,AHT10temp
1004,28,1651464769,AHT10temp
1005,28,1651465370,AHT10temp
1006,28,1651465971,AHT10temp
